epoch,loss,lr,output1_acc,output1_loss,output2_acc,output2_loss,val_loss,val_output1_acc,val_output1_loss,val_output2_acc,val_output2_loss
0,0.537661011299602,1e-04,0.9405559067174896,0.15084298595324847,0.8438408091334851,0.4622395198328617,1.9802346060462033,0.8014184380254001,0.5210280325395841,0.5141843958949366,1.719720557226357
1,0.49891471623320105,1e-04,0.9478837652140152,0.1364893408756955,0.8548957681023314,0.4306700470887327,2.0198863973008825,0.8173758890611905,0.4970206157535526,0.5053191493588982,1.771376094074114
2,0.4562700572905477,1e-04,0.9533796590788788,0.12423879037118757,0.8674668356955089,0.3941506627648222,1.947606181422024,0.8120567375886525,0.5204157347374774,0.5319148936170213,1.6873983263123966
3,0.4398721945715041,1e-04,0.9531901454217662,0.12108391218842846,0.8721415038358842,0.37933023893524404,2.0058640419168676,0.799645390070922,0.5383624037106832,0.5195035450424709,1.7366828259001388
4,0.4156352212966731,1e-04,0.9593177512561077,0.10949040987844792,0.8797852182719652,0.3608900177651994,1.8490096237642546,0.8138297855431307,0.47416285229912886,0.5354609912168895,1.611928200890832
5,0.39846939406135906,1e-04,0.9621604549455552,0.10529723810532089,0.8871130768287355,0.34582077654493965,1.8780170569183132,0.8156028385703445,0.4844872585847868,0.5212765948992248,1.6357734397793493
6,0.3784480657520282,1e-04,0.9624763110206613,0.10215714603888408,0.8921036012174205,0.3273694939577195,1.854866607814816,0.8244680863745669,0.4673069009544156,0.5212765970128648,1.621213196017218
7,0.3559323208172413,1e-04,0.9674668352512039,0.09526424046655245,0.9012634242401798,0.30830019972253586,1.8919484167234273,0.8049645381616363,0.49008836803284095,0.5159574489221506,1.6469042326541656
8,0.34688008890751415,1e-04,0.9660770690448662,0.09278177942937112,0.9010739106884954,0.30048919927825374,1.8848740107624242,0.8191489340565729,0.4921927545087557,0.5212765953219529,1.6387776685944686
9,0.33651909392541224,1e-04,0.9691724575025253,0.09116649787522386,0.9087176251396377,0.29093584641390635,1.9252711120226704,0.8120567401250204,0.48583403335395436,0.48936170107083965,1.6823541306434793
10,0.3296008705057378,5e-05,0.9713202780360899,0.08656497983119568,0.9084649403563648,0.28631837982884406,1.8358304441397917,0.8191489370156687,0.46271277361727775,0.528368796862609,1.6044740566970608
11,0.32797341647211387,5e-05,0.9677195200269462,0.09012560211569165,0.9108654456656715,0.28291061629205283,1.8200277927074027,0.8191489357474848,0.4655571905433709,0.523049643699159,1.5872492333675952
12,0.31891166817629857,5e-05,0.9720151612296258,0.08412117596317979,0.9118761847083958,0.2768510799786748,1.7046976512205516,0.8457446804283358,0.41444897989854745,0.5620567388568364,1.4974731240712158
13,0.313732813870086,5e-05,0.9736576122870116,0.08075733798840191,0.9140871765036712,0.27335414528771435,1.9090349150042163,0.8138297876567705,0.4961065848668416,0.5159574463857827,1.6609816348299067
