epoch,loss,output1_acc,output1_loss,output2_acc,output2_loss,val_loss,val_output1_acc,val_output1_loss,val_output2_acc,val_output2_loss
30,1.177973065,0.906885661,0.225118009,0.623626026,1.065414059,2.444428087,0.728723402,0.647145516,0.34751773,2.120855328
31,1.150160652,0.910612761,0.225995672,0.632154137,1.037162814,2.494878842,0.762411348,0.653484331,0.34574468,2.168136676
32,1.065570602,0.919077701,0.201671693,0.662349968,0.964734754,2.915667456,0.686170211,0.932057796,0.30141844,2.449638539
33,1.027862393,0.922804801,0.192098463,0.671888818,0.931813162,2.697983255,0.758865247,0.713569003,0.349290781,2.341198759
34,0.992454675,0.925268478,0.186806921,0.684649399,0.899051216,2.430489178,0.773049645,0.577230223,0.372340424,2.141874003
35,0.917221691,0.932849021,0.168476565,0.707391029,0.832983404,2.971665372,0.742907801,0.878382576,0.367021276,2.532474088
36,0.893218208,0.935123184,0.170610298,0.722109917,0.807913057,2.701471155,0.730496454,0.777563711,0.398936171,2.312689313
37,0.841969349,0.940871763,0.15313844,0.72962729,0.765400128,2.655701088,0.751773049,0.672270207,0.39539007,2.319565964
38,0.798610199,0.945293746,0.14377416,0.746936197,0.726723117,3.551784404,0.70035461,1.224333865,0.329787235,2.939617504
39,0.745401908,0.947504738,0.139397367,0.764939987,0.675703225,3.14631385,0.728723404,0.858216388,0.340425533,2.717205639
40,0.691380509,0.95129501,0.128503552,0.782501579,0.627128733,3.240214306,0.734042551,0.871098094,0.329787235,2.804665234
41,0.663551932,0.953632344,0.124921884,0.793051169,0.601090991,3.134888693,0.755319148,0.82644878,0.338652482,2.721664312
42,0.639010073,0.955716993,0.120891431,0.803095389,0.578564359,3.350076716,0.737588652,0.862564676,0.333333334,2.918794355
43,0.602360679,0.957043588,0.116919909,0.815540114,0.543900725,3.139753369,0.75,0.829641083,0.342198583,2.724932789
44,0.569740778,0.961402401,0.107040179,0.825205307,0.516220691,3.109690372,0.762411345,0.774408132,0.34929078,2.722486317
45,0.53046529,0.961276058,0.104051025,0.836512951,0.478439779,3.580082352,0.716312057,0.981483405,0.326241134,3.08934059
46,0.509313547,0.961528743,0.101127656,0.85078964,0.458749719,3.296179469,0.737588655,0.82031973,0.361702127,2.886019522
47,0.483258296,0.964497789,0.096916481,0.853821858,0.434800056,4.664809826,0.686170215,1.578501632,0.328014185,3.875558966
48,0.468875934,0.964118762,0.097311031,0.859570436,0.420220418,3.781355011,0.728723405,1.038766871,0.306737588,3.261971528
49,0.415415518,0.969488313,0.084154391,0.874731523,0.373338323,3.552153584,0.7606383,0.915585568,0.338652481,3.094360883
50,0.425506096,0.969109286,0.08751347,0.872583702,0.381749362,4.09737063,0.718085106,1.283321921,0.34751773,3.455709637
51,0.413936124,0.969488314,0.08471354,0.875742262,0.371579355,3.610300301,0.74822695,1.003893594,0.377659575,3.108353508
52,0.396234336,0.970309539,0.084626962,0.884965256,0.353920857,4.316044141,0.709219858,1.299591586,0.335106382,3.66624834
53,0.365440442,0.9730259,0.072625194,0.890082123,0.329127844,3.710522249,0.760638298,0.923534923,0.319148936,3.248754818
54,0.372372498,0.971699305,0.079611359,0.89096652,0.33256682,4.24985449,0.69680851,1.490628967,0.363475177,3.504540107
55,0.331642203,0.975363234,0.070292919,0.902337335,0.296495742,4.358830256,0.696808508,1.258161477,0.280141844,3.729749468
56,0.322861149,0.97511055,0.06681115,0.90366393,0.289455575,3.902376631,0.749999997,1.117976826,0.381205674,3.343388236
57,0.310331281,0.977321541,0.065587779,0.91004422,0.277537392,4.097251808,0.7429078,1.096357168,0.354609929,3.549073221
58,0.292419245,0.977890082,0.066187293,0.915603285,0.259325599,4.573640208,0.712765955,1.352453181,0.333333334,3.897413602
59,0.292042364,0.978079596,0.0610266,0.914403033,0.261529065,4.103617754,0.737588651,1.192102638,0.35283688,3.507566403
60,0.282459339,0.977132028,0.066721744,0.919709413,0.249098467,4.305320375,0.746453902,1.22208166,0.343971632,3.694279566
61,0.271049417,0.978648137,0.06075846,0.922931144,0.24067019,3.986353374,0.74468085,0.962518829,0.340425533,3.505093848
62,0.267356286,0.978774479,0.059791794,0.922425774,0.237460389,3.708573573,0.757092199,0.974066786,0.370567374,3.221540219
63,0.267781394,0.978584965,0.0613126,0.92116235,0.237125094,3.917481407,0.751773051,0.974085007,0.359929078,3.430438963
64,0.250762846,0.979658876,0.057120634,0.928174353,0.222202528,5.446342867,0.65780142,1.848317731,0.313829786,4.522183997
65,0.25113694,0.978521794,0.061911831,0.929311434,0.220181024,4.188582189,0.723404255,1.190459917,0.342198581,3.593352238
66,0.235828121,0.980543272,0.056437968,0.934428301,0.207609138,3.937578883,0.737588652,0.964705398,0.361702129,3.455226173
67,0.237044209,0.980732786,0.053686219,0.933607075,0.210201099,4.278660003,0.7393617,1.126501702,0.34929078,3.715409147
68,0.221593562,0.980795957,0.054536549,0.938218573,0.194325288,4.120881818,0.748226952,1.10379087,0.358156029,3.568986352
69,0.207582723,0.983259634,0.049647582,0.940682249,0.182758931,4.682787618,0.725177305,1.45958109,0.336879434,3.95299713
70,0.214069606,0.982817435,0.05128532,0.939608339,0.188426947,4.358185995,0.7429078,1.22409682,0.368794327,3.746137649
71,0.20872582,0.983259634,0.049472606,0.942072015,0.183989518,3.978836902,0.710992905,1.132012331,0.367021276,3.412830769
72,0.206645223,0.982691093,0.047857402,0.94017688,0.182716522,4.15731285,0.755319146,1.045941556,0.382978723,3.634342058
73,0.194666471,0.983133291,0.048385683,0.945988629,0.170473628,4.282922488,0.75,1.090988266,0.368794327,3.737428222
74,0.238126572,0.979595704,0.060918179,0.93436513,0.207667482,4.759790069,0.698581562,1.373931424,0.333333334,4.072824324
75,0.201346816,0.983322805,0.048739831,0.94339861,0.1769769,4.42383998,0.709219857,1.335829318,0.34751773,3.755925315
76,0.185505107,0.98572331,0.040934575,0.948199621,0.165037819,4.789392292,0.734042551,1.366557694,0.35283688,4.106113429
77,0.194315047,0.983638661,0.047507078,0.94763108,0.170561509,4.003271789,0.762411346,1.023735143,0.390070921,3.491404207
78,0.200741937,0.982248895,0.049317715,0.943714466,0.17608308,4.80558923,0.70921986,1.320525505,0.324468084,4.145326469
79,0.174964441,0.985660139,0.04360203,0.952811118,0.153163426,4.002380145,0.75531915,0.954216698,0.333333333,3.525271876
80,0.165232709,0.985217941,0.041529586,0.954895768,0.144467916,4.132607512,0.755319149,1.060991447,0.361702127,3.602111759
81,0.199612256,0.98199621,0.052062772,0.945104233,0.173580869,4.508963412,0.75531915,1.168723596,0.367021277,3.924601663
82,0.17127583,0.985407454,0.043460463,0.952558434,0.149545599,4.240027269,0.765957447,1.140539383,0.398936171,3.66975763
83,0.198416072,0.981238155,0.055143082,0.946430828,0.170844532,4.258901192,0.746453902,1.194778913,0.39716312,3.661511775
84,0.161603836,0.985407454,0.042259069,0.955211624,0.140474301,4.450209942,0.716312055,1.365161344,0.374113475,3.767629319
85,0.187232652,0.982880607,0.046828824,0.948325964,0.16381824,4.283941404,0.742907804,1.119364946,0.349290779,3.724258852
86,0.162935156,0.985028427,0.044708808,0.955337966,0.140580752,4.51690129,0.753546101,1.3115154,0.386524822,3.861143596
87,0.158975451,0.986165509,0.03876069,0.953316488,0.139595106,3.912738881,0.732269505,1.079718406,0.372340426,3.372879722
88,0.152179183,0.987113076,0.039785108,0.959191409,0.132286629,4.327243803,0.769503544,1.114781673,0.386524823,3.769852867
89,0.166873529,0.984270373,0.046446719,0.954579912,0.143650169,4.632839186,0.771276594,1.082353299,0.340425533,4.091662569
90,0.149559944,0.987934302,0.035270792,0.95660139,0.131924549,5.374452314,0.735815604,1.490690111,0.331560284,4.629107174
91,0.165415784,0.984523058,0.044524576,0.955274795,0.143153496,4.781695785,0.748226948,1.240286661,0.345744682,4.161552446
92,0.155257032,0.985975995,0.040512228,0.957169931,0.135000918,4.347912761,0.75,1.109218094,0.343971631,3.793303699
93,0.16194414,0.985154769,0.043330517,0.955590651,0.140278882,4.367048937,0.703900708,1.207937308,0.347517731,3.763080364
94,0.148957657,0.987176248,0.038311732,0.958812382,0.129801791,4.480869273,0.762411346,1.035869244,0.343971631,3.962934621
95,0.137575402,0.986544536,0.036756385,0.963550221,0.119197209,4.843665678,0.751773048,1.364743388,0.368794326,4.161294051
96,0.126359813,0.989071383,0.032156737,0.965319015,0.110281445,5.031253267,0.748226949,1.388742689,0.352836879,4.336881871
97,0.146487328,0.9883765,0.037546936,0.960012634,0.12771386,4.633691524,0.732269501,1.404394934,0.375886526,3.931494074
98,0.143960177,0.988692356,0.032266827,0.961023374,0.127826763,4.344383243,0.721631203,1.236167626,0.379432624,3.726299411
99,0.157840955,0.985912824,0.043016048,0.958117499,0.136332931,4.888369361,0.728723403,1.333845959,0.345744682,4.22144624
