epoch,loss,output1_acc,output1_loss,output2_acc,output2_loss,val_loss,val_output1_acc,val_output1_loss,val_output2_acc,val_output2_loss
0,2.2465623158709733,0.7368919769872688,0.5221142969625476,0.4145293745863535,1.7503617975430181,2.4408229902280985,0.7446808497956459,0.5747156600580148,0.4273049647926439,1.918321743079111
1,1.6486909979442517,0.8236260272021242,0.3791996068692403,0.5840808588646668,1.2239478884357782,2.1687849384673097,0.7553191483443511,0.5526331182912732,0.4769503543562923,1.6573249688385223
2,1.413138695374668,0.8552116240192951,0.33046455264505675,0.6562223627457344,1.0127631172227167,2.2315842954825,0.7765957453572159,0.5420448048951778,0.4804964536893453,1.725418490044614
3,1.2480427859029812,0.8773215416105804,0.2857763239310199,0.7071383443122714,0.8700113437481493,2.351279498330245,0.7702127668874483,0.5959735392678714,0.4677304962425367,1.8181493292463584
4,1.109784898800106,0.8949463048240315,0.2513617373988813,0.7483891343739089,0.7489607464416225,2.319475631003684,0.789361701197658,0.5708542226054144,0.5202127666760844,1.7989051380901473
5,1.0291681118577776,0.9077068859387708,0.2269015543704084,0.7717624764237612,0.6805740428211865,2.2582964016190656,0.8248226947818242,0.4846958127850337,0.4932624118547913,1.780805083876806
6,0.9528542070545429,0.91421351898944,0.21156801332308384,0.7968414406722208,0.6119269190072562,2.403069091688657,0.8007092206190664,0.5792919953241416,0.5148936168099126,1.8782796751522848
7,0.8891538729188718,0.9183196465350072,0.2008160509023197,0.8145925464618078,0.5536025622074768,2.515377758749833,0.7780141847353454,0.6379708514568654,0.504255318979845,1.961248885317052
8,0.8289481713661874,0.9301326597482436,0.17994103570829367,0.8290587497902158,0.5038343716142152,2.5893389495552013,0.7836879442769585,0.6938189738185693,0.5280141843971631,2.0072860590955046
9,0.7851603049683706,0.9321541379993652,0.17127567661557858,0.8428932412846963,0.4643791819138385,2.6167891911581047,0.7890070925367639,0.6878676547226331,0.5017730502372092,2.037711978465953
10,0.7542135544690767,0.93733417587949,0.16110052703229671,0.8507264689109932,0.4385200017777261,2.6310644192053068,0.8021276606735608,0.6409397805413456,0.5127659571508989,2.075451111793518
11,0.7158994860688268,0.9403032220321144,0.1495945038538678,0.8629185097321482,0.40595893832376617,2.6089725984749217,0.8251773048799934,0.5417478752051685,0.5138297861772226,2.10295525307351
12,0.6842483095481136,0.9497789010170208,0.13750561638696993,0.8727732158053622,0.38035219620845023,2.79335693129411,0.7989361703818572,0.6510371415327627,0.5184397170729671,2.23269493224773
13,0.6534977408503703,0.9468098549171106,0.1323188389582643,0.8827542644923649,0.35219501316057905,2.9993357482531398,0.7734042560800592,0.8787588435707363,0.5205673756751609,2.3248129212264472
14,0.6293693736317937,0.9523689199759096,0.12666657745875815,0.8911560333686318,0.3308927632665905,2.8051164782639093,0.789361702043114,0.6962318234409847,0.5301418445634504,2.221857157835724
15,0.6156456655290258,0.9528742894822106,0.1192931576593722,0.8936197098040988,0.320855762264959,2.704103071131605,0.819503545845654,0.6237258215322562,0.538297872678608,2.157096723630919
16,0.6006579748528409,0.9549589389122068,0.11581236727050945,0.8986102341701919,0.3076084662861863,3.0275329156970296,0.7914893620403101,0.8317534455170869,0.5276595750599042,2.376512762840758
17,0.5867496425225927,0.9563487051787892,0.11228244407073047,0.9004421987491398,0.2954650873427743,3.0827707297413065,0.764893616514003,0.8761600937403685,0.5283687947489691,2.4095472724725173
18,0.5536682818068482,0.960581175097166,0.10518836417457234,0.9119393560002292,0.2659307621565335,2.6941775651688267,0.8159574468930563,0.6156856161060063,0.5393617022122051,2.1511913296178724
19,0.5369898424747995,0.9638660771592236,0.09450455464220317,0.9152242580698172,0.2545942155097153,2.9510006229928196,0.7861702133577766,0.7871313215147518,0.5021276592785585,2.3222915223304263
20,0.5312309576978581,0.9624131397589504,0.09761522614167073,0.9171193938577621,0.24727999463122025,3.022675225413437,0.8046099295007422,0.8012182047603824,0.5436170217838693,2.386922689363466
21,0.5185041910248019,0.9655085282542626,0.0938074499029791,0.922488945304632,0.2364571173602994,2.925026755975493,0.8053191498661718,0.7467399653813518,0.5315602836456704,2.3165133474566413
22,0.4947536982280577,0.9670878080725294,0.08720300948542654,0.9300063173980256,0.2160088423359492,2.723993675421316,0.8258865262599702,0.6104945573189581,0.5322695039265545,2.183602961580804
23,0.496149671962573,0.970435881320992,0.08430397045749767,0.926784586447067,0.21885433426328046,2.944501533575937,0.7975177301582715,0.7366913494488871,0.5219858158987465,2.3410124528492595
24,0.49480530856081895,0.9674668352135508,0.08570276467919123,0.9279848391845568,0.2168105748772094,2.9763974697031874,0.7985815614673263,0.8247046704833392,0.5375886523131783,2.3289017080415224
25,0.4961754828446738,0.9668982944907226,0.0878040413430463,0.9292482630406764,0.2171301105017912,2.8706076135026652,0.8198581564510967,0.6514695009018513,0.5507092199427016,2.309729438639702
26,0.4683781199604367,0.9710044220890038,0.07662258855080725,0.934554643308672,0.1949234694769619,3.18823186387407,0.8003546094218045,0.8832553555779423,0.5234042548541482,2.511460748462812
27,0.4739707970950548,0.9691092863085898,0.08421642947577256,0.9353758688674874,0.1967192275175473,3.093482735140104,0.8067375878915719,0.8439039423956093,0.5446808519092857,2.436387324671373
28,0.4628851615923233,0.9730259002572891,0.07464605101530716,0.9352495263515962,0.19041878005709745,3.1191569541363005,0.7964539024001318,0.8204750381462963,0.5446808514865578,2.4737759928331307
29,0.459263167321795,0.9730890714738164,0.07457061451580317,0.9387239420933582,0.18683450561645126,3.1257124684381146,0.8234042543891474,0.7727178422271782,0.5666666675121226,2.5042101376445585
30,0.4497323666730412,0.9724573595796442,0.07270108297966134,0.9411876186719064,0.1782384683522181,3.390775495218047,0.8021276599126504,0.8769291802501002,0.5262411354281378,2.717167485690286
31,0.4507826289645645,0.9734680986223684,0.07039771559904139,0.9394188252643024,0.18044041368453773,3.499725586979101,0.8060283692170542,0.9490033821011266,0.5244680851909286,2.7900804149343608
32,0.4375016156322807,0.974794693702546,0.06620302728023697,0.9449147190839824,0.16925674735257235,3.2792454445615733,0.8035460980225962,0.8679522373574845,0.5219858156873824,2.610125880376667
33,0.4260091438371775,0.977195199079628,0.06273927223207976,0.946746683760828,0.15949615010790485,3.699319609851702,0.7960992915410522,1.088444580845799,0.5322695045606465,2.9199538988424534
34,0.4283478598578098,0.9765634871402724,0.06742018992699028,0.94876816189146,0.15949440893028174,3.1849303039253183,0.8127659570240805,0.7515780656473011,0.5436170217838693,2.5739978338809717
35,0.4273856858173956,0.9766898295206128,0.0642262201172618,0.946999368483856,0.16012921927288526,2.9877247675090817,0.8262411343290451,0.7274591572741245,0.5684397158893287,2.388851756576105
36,0.4234886951899875,0.9760581175586656,0.06326136304817467,0.9479469363552366,0.15671465742723595,3.2295062261270293,0.8195035476211115,0.7717318455378215,0.544680851444285,2.6084968688640187
37,0.4130037171209604,0.9758054327979844,0.06473843936566605,0.9543903981216032,0.1454911417388419,3.251372961625985,0.7999999989854528,0.8163272902475182,0.5163120569489527,2.6080659125713592
38,0.408115767046988,0.9791535060991612,0.05787430461319616,0.9524320911246618,0.14403525779632098,3.288899913409077,0.8007092200272472,0.8730068044459566,0.5354609927387102,2.6172530593601526
39,0.3942836268145452,0.9805432723431518,0.05277330304248305,0.9568540747453348,0.13275361997337184,3.46408860379077,0.7858156030905162,0.953390600833487,0.5148936169790038,2.7522498567053613
40,0.4006706066359016,0.9792798485020936,0.054686673775795364,0.9563487051336056,0.13818391344627096,3.1846403213257486,0.8230496447982517,0.748696828691672,0.540780141759426,2.5751484627419328
41,0.40238341337431105,0.9813644978191306,0.05341284037052888,0.954074542136864,0.140533634343444,3.353982972084208,0.8205673754637969,0.8557010299770544,0.5393617019585684,2.6909890239120373
42,0.3992546568508775,0.9821857233854764,0.05130439877688922,0.9551484524789522,0.13845910252891458,3.4473194842642925,0.8113475176459508,0.94110002771337,0.5496453905781955,2.741626039464423
43,0.4051989795020013,0.980795957118894,0.05376426259706424,0.953948199786646,0.14317349009098165,3.0956468568626025,0.8269503541026555,0.6933887556089577,0.5500000011413655,2.5138090695049744
44,0.4025691738176858,0.981869867408268,0.05267235245614472,0.9542008846151024,0.14108963993084409,3.364483425465036,0.8141843973322117,0.8667926480161383,0.5358156021605147,2.6959436477498806
45,0.3851547146363117,0.9825647505566204,0.04921864182997168,0.960328490336485,0.12540203868467373,3.2245230914853145,0.8241134746700314,0.6994987900798202,0.5443262412615701,2.639630249206056
46,0.3854256245582373,0.982943777697642,0.048602190978392086,0.960644346321224,0.1259811741500547,3.5646030081079356,0.8092198587478475,0.929252625526266,0.5226950352073562,2.8648332523115982
47,0.3887964055911695,0.9813013266402562,0.05266693484224026,0.958054327347274,0.12731958106489627,3.2595848597533315,0.8109929083932376,0.7483385713810616,0.5400709230426356,2.650272113887976
48,0.3758035372686176,0.9843335439416327,0.0455330176564876,0.9606443463513464,0.11789367236597058,3.1352729553871965,0.8251773032736271,0.6501848057018104,0.5166666662862115,2.5750371290436878
49,0.3685473644914163,0.9834491472491266,0.04500719256892057,0.9639292484435265,0.1109004130213982,3.3604426539536063,0.8039007104034965,0.8050036188558484,0.5212765964210456,2.722797386696998
50,0.3777431227553893,0.981617182609934,0.04903750730112468,0.9596967784121906,0.11808101290193301,3.5218348022893813,0.8102836876896257,0.8505273643537616,0.5269503550749298,2.86142770381684
51,0.3711803309915944,0.9839545168081416,0.043510994447991766,0.9633607076755144,0.11428147915560125,3.4277477484222847,0.8170212773566551,0.8228668656755,0.5191489367620319,2.7811709038754726
52,0.3730236393134201,0.9826910929444916,0.048178983139449565,0.9620341125275618,0.11379079138054098,3.367411401762185,0.8209219853083293,0.7591873128786155,0.5297872350571003,2.7526743503327067
53,0.3750879817760525,0.9819962098112004,0.049418716334084206,0.961970941408932,0.11523526538768225,3.4771281614371223,0.8088652471278576,0.8419617196346851,0.5429078013338942,2.821003879384792
54,0.3712129786168181,0.982312065765817,0.05052437756542382,0.965761213007413,0.11080743482763528,3.5086218187994986,0.8088652477196768,0.8022640948599957,0.5280141850735279,2.87234632174174
55,0.36161251518444704,0.9847125711127768,0.04192372197479443,0.9653821858513304,0.10550729872321148,3.5388508986074028,0.8000000001690912,0.8464461354499168,0.5397163137053766,2.8804843966842544
56,0.3629199422279341,0.986165508565764,0.04123027205881407,0.9658875553576312,0.10716145182956792,3.406633323642379,0.8074468085951839,0.7907238115655615,0.5443262421915717,2.7761279951596087
57,0.3576037520219161,0.985533796618878,0.04006613719377688,0.9667087809540996,0.10242732790965337,3.452157876846638,0.8322695034615537,0.7862219334494137,0.5312056741393204,2.8239035092347056
58,0.34954509376274656,0.9850284270824544,0.040506560558633234,0.9679090336087528,0.0941484601934048,3.4445148038525955,0.8156028384012534,0.8233257267492037,0.550709219858156,2.797708520145281
59,0.3573656192250592,0.9850284270824544,0.04219048299243649,0.9665192673271092,0.1011270227730839,3.4290579674091743,0.8180851064675243,0.7733435953762514,0.5418439724343889,2.8072427249123866
60,0.3604277734506454,0.9854706254400036,0.04516837726443046,0.9680985471754984,0.1027002309499025,3.4914080406757115,0.809929077253274,0.8302296610588723,0.5471631209901039,2.8411497261507286
61,0.3620440284323256,0.9843335439416327,0.04355616135368581,0.9663297537453024,0.10512259452405492,3.807401341242148,0.7978723401718951,1.0120034616889684,0.5191489369733959,3.0662562272227403
62,0.3555240287218979,0.984902084702114,0.042356194876044966,0.9689829438981268,0.09920257903136599,3.6777144144612848,0.8170212763421079,0.9283695227710912,0.5340425523037606,2.978386229995295
63,0.35235568307580184,0.9848389134855868,0.03954579294885704,0.9689197726740688,0.09743943204250204,3.4636141273146825,0.8336879436851393,0.8057315522051872,0.5343971637123865,2.8256049159570784
64,0.35508085168093273,0.9859759950065492,0.03831410370908315,0.9680985471905597,0.10078044470943233,3.799153378669252,0.8195035468602011,0.9662648939071816,0.5294326238175656,3.080877513750225
65,0.3444637591524058,0.986481364573095,0.03541091133429141,0.9706253949103292,0.0916149487458899,3.5808097761573525,0.8322695035460993,0.8082006186458236,0.5265957450190335,2.9415660377935318
66,0.3534369426781214,0.9839545167930804,0.04161064752677028,0.9691724574498112,0.09748826430038568,3.4992229106578416,0.8301418448170872,0.7805206608265004,0.5542553188952993,2.8738191591086966
67,0.344307231101068,0.986165508550703,0.03758816612073687,0.9703095389481821,0.09036979367385843,3.649449985585314,0.8000000005072736,0.934385759695202,0.5574468088488207,2.9471136854050006
68,0.3375904982404775,0.9870499052883926,0.03339980388400265,0.9718888188041016,0.08574724169901031,3.67700774923284,0.8074468090179119,0.9483868779020108,0.542198582532558,2.9676708874127544
69,0.3386300466968828,0.9874289324670672,0.03346166506219027,0.9700568542703374,0.08675586019542048,3.647968008839492,0.8117021280823025,0.9417357597790712,0.5304964544079828,2.9419567033754173
70,0.3463840680979357,0.986228679737108,0.038897612927639214,0.9706885661117952,0.09179190826694647,3.4517834257572257,0.8276595746371763,0.7936909244838336,0.5471631219201054,2.819794531409622
71,0.3382021672087083,0.98723941887773,0.033292593462104406,0.9725205307434572,0.08641251659636172,3.5267754287584454,0.8184397164811479,0.8483499460186519,0.5319148939974765,2.8674570548618936
72,0.3441638493944555,0.9874921036610028,0.03477063667657476,0.9705622237615772,0.09163517677898808,3.4604172358276157,0.8202127657883557,0.8019416727072803,0.5343971635432954,2.8243029751676194
73,0.3380195921271644,0.986481364573095,0.0365346536460372,0.9735312698614876,0.08460891407244353,3.875062801821012,0.7904255315767112,1.0975502958534458,0.5294326235639288,3.091144252330699
74,0.33750993798822826,0.9879974732275484,0.03398078492579632,0.972204674856616,0.0853761924730775,3.657881088628837,0.8134751779813293,0.8923567982641518,0.5322695038842816,2.976559250574585
75,0.3330106859408973,0.9886291851367818,0.034463872512730705,0.9755527480147116,0.08063539570445738,3.624966864213876,0.8017730493917533,0.8479490926925172,0.5269503548212929,2.965848898042178
76,0.33296458074282936,0.9897030954336864,0.03231822462047645,0.9740366393903804,0.0816621141029323,3.6031651730233047,0.8085106388896915,0.8626529180411752,0.5234042559532409,2.936695292317276
77,0.33557570561606603,0.9879974732049568,0.03165067649774126,0.9730890714587552,0.08460701501311113,3.670193072582813,0.8248226963036449,0.8449664295142424,0.5375886526513607,3.0125664306870585
78,0.3356950849238183,0.988629185166904,0.03372718571854105,0.9738471258010429,0.08368813782196141,3.5009971936543782,0.8336879423324098,0.7591495906630307,0.5595744688882895,2.8862789512526064
79,0.3377209297027757,0.9878711308020244,0.03184917594458548,0.9727100443478558,0.08665298924358375,3.4346850412111767,0.8425531916584529,0.8210696185734255,0.5588652475505856,2.7890067945980856
80,0.33796205673500923,0.9886291851292512,0.03313057554411553,0.971699305259948,0.08625341671003019,3.504526394986092,0.8113475175614052,0.7992460698946148,0.5460992903574139,2.8697599762720416
81,0.32415137066542915,0.9903979785594471,0.029983739269072506,0.9756790904101132,0.07401614823106227,3.3772176301225705,0.8294326249589311,0.7495605608672958,0.5588652487342239,2.7672939155118685
82,0.3222498892608204,0.991156032886674,0.026941097005307488,0.9756790904101132,0.07363598945863023,3.776617559473565,0.829787233450734,0.8743846993919805,0.5351063835705425,3.1042818252076496
83,0.3262383480954607,0.9887555275095916,0.030712834796124033,0.9759949464325052,0.07573857800687933,3.513162342707316,0.8319148936170213,0.7900225413606522,0.5652482280917202,2.8830076386742562
84,0.3235369103435317,0.9875552748398772,0.034214887879459414,0.9766898295657964,0.07128611586714988,3.6210144489369496,0.8067375888215734,0.8879242984961111,0.5556737580197922,2.941908872550261
85,0.3229170200309645,0.9911560328791432,0.02638054284621889,0.9777005686311124,0.07458339716559034,3.730602863325295,0.8109929079705096,0.9300048322965068,0.5397163116340096,3.0304570475368635
86,0.32570163561284204,0.9896399242397508,0.029941590302473783,0.9751105496872848,0.0755874872414733,3.5940898022753127,0.8283687943262411,0.840717839391519,0.5609929089005112,2.9385874700884447
87,0.3231569231987301,0.9891977259047936,0.02779797734510311,0.9758686039994504,0.0741145834364397,3.7476114621399135,0.8138297879104073,0.9065088839395672,0.5336879443192313,3.059213597047413
88,0.3202325416642958,0.9909665192973364,0.02761009575002512,0.9767530007220792,0.07128414182028887,3.741056656668372,0.8326241146588157,0.8527270309045805,0.5326241136019957,3.0795497731959567
89,0.323652195994491,0.9896399242246896,0.029498314512369943,0.9759317752009168,0.07375968622251998,3.763156476257541,0.8145390077685634,0.930062758246212,0.5382978727208807,3.0629816427298477
90,0.3263754633583001,0.9895135818292881,0.029304210056738483,0.9748578648889508,0.07658000533443722,3.5945129203458204,0.8276595735380835,0.8908754941419507,0.5546099278098302,2.9139317759385346
91,0.3165929779852785,0.9897030954412169,0.02778720341808741,0.9782691093614716,0.06755602504547382,3.5738193586363014,0.8095744693532904,0.9090936465466276,0.5436170221220517,2.8841291126629987
92,0.3208233140686683,0.9905874921563148,0.027327670737752715,0.9759317752084472,0.07201612614335247,3.719223603796451,0.8010638291954149,0.9700773964536952,0.5365248226104898,2.999041495424636
93,0.32159636471366404,0.9894504106654748,0.02981021939738597,0.977258370303686,0.07154790416632885,3.5833157830204523,0.8280141842280719,0.7920469423557851,0.536879433976843,2.9521488514352354
94,0.3234422278193379,0.9901452938138272,0.029328193098944407,0.9758686040069812,0.07363477714444479,3.6140888251311387,0.8163120557230416,0.9034304816672144,0.5531914893617021,2.9272301596107213
95,0.31347520380214433,0.9910296904686804,0.024901542186781773,0.9787113076813674,0.06588108125198644,3.7225381354068183,0.8187943268329542,0.8567997607356268,0.5386524819735939,3.0589948579774684
96,0.32389147757580217,0.9886923563533092,0.02984112375948298,0.9768793430873584,0.07382756315374102,3.5042216571510263,0.8234042558264225,0.8391613907425116,0.549999999154544,2.849497557362766
97,0.3124395687671982,0.9905243209623792,0.026460046587371874,0.9787113077114898,0.06406619526464692,3.4809379493091117,0.8244680849372917,0.8524888100776267,0.5546099302616525,2.819550106711421
98,0.3164217039669757,0.9910296904762108,0.028049320236274374,0.97858496533868,0.0672536912667774,3.4127034163644128,0.8343971620214746,0.8108703905809009,0.5663120564839519,2.7721248051798937
99,0.31737740341425696,0.9893872394489474,0.02888714275472878,0.978079595772134,0.06779047967236553,3.704831511923608,0.8276595747217219,0.8861677057354163,0.5712765957446808,3.0266042655241403
